text,label
"rt . declares victory introducing our next governor, charlie baker",2
rt call her 1st thing da am.. let her know dat pussy yo mind..,1
happy hangover resurrection now complete.,2
swear nobody actually cares about valentines day unless they single amp jaded want bitch.,1
not dykes anything,1
rt do not get started potato head lookin ass bitch,1
fuck mlk why does lexii keep favoriting coon tweets ? mlk didnt die this,0
500 white men pick up trucks screaming nigger coach got nerve get mad missed free throw,0
all okies trash.,2
bitch,1
faggot,0
rt 5hrs till birds kick some ass,2
"this being too sick function birds ! starting feel slightly better earlier,now feel like death again!",2
girls w fat pussy slim waist fat ass n innocent smiles truu,1
"webbers! rt sz13 vnds restorers dream, cracked midsole, sole separation, fogged bubbles. 150",2
"damn took this dumb spic nearly 2 days respond, wuz really good tho beaner?",0
rt fucking queer,0
bitch watch your fucking mouth dirty whore. swear god thin line,0
am not even know white girls had good pussy like dat eitha lbvs they too,1
manager new brand pre order now w 404 3941570gt red lust amp cherry white beanies,2
rt chicago not refund 7.7 million made red light tickets issued after yellow lights were shortened,2
"this billy crystal tribute derek jeter crazy. hate yankees, but man.. derek jeter..",2
rt what black yellow not going win this year? wrong! answer tiger woods.,0
cannot stand ex not let go like bitch get life am not nobody stuntin yo ass,1
almost ran this fine red bitch over.,1
omgg mila kunis so fing hot. f sarah marshall. shes like bird anorexic.,2
rt when fat bitch want skinny bitch cannot cook nothin these hoes am not hungry do,1
fuck this fat mexican bitch.,1
nah yo thought some1 photoshopped face faggot smmfh..i hate yall,0
"hey fag, said this your aunts. said you.",0
pls stop gassing fat hoes,1
looks like pretty dyke,0
emoji ass nigguh,1
"rt s gold standard, there not even close silver.",2
"guys, just walked into office, secretary bird. looks like may just find out myself.",2
"wilde nog even checken op twitter hoe het ging maar had zon heftige wond niet verwacht, heftig. sterkte amp beterschap hoor!",1
am going sleep fag,1
teacher always says man ever abused his wife while using marijuana? not unless she hides oreo cookies then she deserves it.,2
easy pussy does not motivate,1
arturo keeps calling ghetto,1
"nba, handle your zebras.",2
rt why do hoes always want come bacc when they did not have leave first place?,1
"try pass him up, get carpool passing him just looking like am playing game do waved hi idgaf do not fuck w bitch",1
"tired mock drafts? let us just do this if clowney not 1st pick, who thinks round 1 becomes chaos?",2
coons,0
rt when die flappy bird,2
actually just hate bitches here,1
"see bitches am not been doing nun, but trotin amp thotin",1
lmsoo dawg am not got no bitches mane. low key got chick but cannot say twitter. know how these wolves,1
"lmaoo rt everything bet trash. rt brad rt white mike bet, cannot trash",2
"fucking faggots not live dc, maryland va",0
let us kill cracker babies!. wtf did just hear?? wow.,0
rescued baby bird,2
rt rip blood money shoryy rider blew dat 50 shy glizzy bitch ass his own city yea yea..,1
damn amp his nigger music waking up whole school morning ..,0
shirt trash am leaving your room mess,2
morning trash,2
hey pussy still there?,1
raided nickis wig closet summer! bad gals just wanna have fun! this bitch nerve smh,2
your 2. 3. nigga them hoes suck wayans brothers not funny all jamie foxx should number 2,0
thats just rooting against team hate not banwagoning u retard u have different favorite,0
yea so about s new friend.. all friends kno they only allowed one cute darkie friend n me! lol,2
fight fucking obese niglet,0
yes said spitted bitch,1
just wanna do something somebodyboy sound desperate than hoe how bout start off flat nose yours,1
this niggah pharrell whatever this niggah name do not deserve shit white ass gay song .,0
am this bitch some insomnia shit. been bed since midnight.,1
looks like any other little porch monkey me!,2
not bias. objective fact philly fans cunts.,0
would rather follow some girls instagram rather than have their bird brain tweets tl,2
rt pussy ass nigga,0
nigger,0
rt just got 11 flappy bird holy shit,1
rt if curve im just going assume your pussy trash were doing favor,1
does bother anyone else planet apes timeline makes no sense?,2
welcome back b.. without your daily rants tl trash af,2
sheeple just like oh those racist sexist teabaggerswho just elected these two old white men.,0
rt yall bitches do not know how friends,1
pats owner kike.,0
no bitch did not want wear makeup,1
rt suppose keep your hoes finding out about each other,1
their music trash,2
only white trash would call slants hindis moslems their equals.,0
these niggas retarded.. lmfaoo,0
they love place bring car to..i do not know why spanish men love me.. sometimes do look like guala though lol,2
video charlie baker makes final push votes,2
"dear utah polynesians again, stop acting black speaking ghetto. speak fob, am not no ghetto niggaz.",0
seem like da colored folk gettin da way lately. just sayin,0
"hi charlie, eating leftover candy?",2
rt bromance between pat ant real fuck faggot,0
white trash okies do not count real white people. count white person have count person. okies not people.,0
rt allen west amp slippery slope obamas constitutional contempt,2
"rt horrible rapper tyga most trash rapper ever she want yellow nigga, corn cob smacked mom when heard him",0
do not like talking faggot did but nicely way fag,0
bravo..quality trash,2
ask governor how supposed pay this? typical mentality. government evil until need them lol,2
"some niggahs save hoes, aint heroic.",1
man fck dat tranny.. juwanna man ass nigga..,1
yous nasty lil bitch,1
fags,0
fuck miley tranny looking now damn ass nigga,0
"dear utah polynesians again, stop acting black speaking ghetto. speak fob, am not no ghetto niggaz.",0
new song coming out ray rice hoe,1
..so..white people selling art? not cool? okay.,2
wanna go ghetto club tonight.,2
harm this pussy instead rt missing 26yrold usc medical student last seen tuesday may harm himself,0
rt rt most trash halloween candy all time. do not debate this,2
iont got no type naw bad bitches only thing like,1
hba trash,2
shut up fag,0
when die throw couple bad bitches casket,1
rt !! dis wrong?? if fuck wit lame nigga lame bitch,0
those trash snd stars would scrape ur team snd most pro teams.,2
"class still drunk last night this broad doing presentation chipotle, bitch can live",1
california home skater trash.,0
all us beaners were pissed like robert when jew ref stopped,0
"rt bad bitch, htown, keep trill yall know yall cannot fuck aroundd",1
rt tell how really feel. rt those little faggots usually have bags over their heads anyway.,0
grand opening ! top class oriental massage perfect !,2
"rt 1. male rap artist if not talking about money, bitches drugs niggas do not wanna hear your shit",1
so gay. tanning bitch. juvie made white,0
mhmm tweet bird,2
if u talkin nig smashed da homies,0
pussy without your guns bitch spic. your daddy does not even respect sperm drop your moms stank pussy,0
"rt pissed shower, now checking yellow legs.",1
they made up endearing names us like nigger spook amp monkey,1
rt if had dollar every time died flappy bird,2
"rt just because think fine do not mean want you, appealing eyes, not heart bitch.",1
lighting pretty ass up w them yellow stars lls,1
trash,2
rt might have lot followers bitch but third wants just fuck second third would hate your personality.,1
lmfao no didnt rt got cute new avi all but she too old colored contacts,2
this world do not spank monkey monkey spanks us.,2
do literally eat asshole living? what actually do faggot? seem little confused..,0
rt lebron your still bitch suck nigger hope die,0
had hoes too,1
early morning beer reward waking up taking trash out,2
hair trash. need put masque it.. but takes so much energy do not have.,2
harm this pussy instead rt missing 26yrold usc medical student last seen tuesday may harm himself,0
. loves austin webber such boon .,2
"rt miley cyrus pussy probably taste like wet dog, she negative ass, bitch looks like justin bieber, she so ove",0
floppy bird chalmers over here taking after his hero lebron,2
aye part treating bitches too good,1
"rt bees won, mets won, yankees lost. good day baseball.",2
like gives shit about some other fuckin nazi fuck fuckin . dont make laughgt,1
stuck up serious bitches possibly worst type girls. ever.,0
know bitch do not going nomo,1
peace friend..only peace..i am not your enemy..dont say word again..look facebook wall..one best friends ever moor,2
"would rather ask yours, she nappy headed hoe too? your grandma well? would ashamed your family.",1
hair pulling during sex just way letting her know her pussy good,1
dyke bitches kill thinkin they really got hoes lol,0
"rt 4 only pussy niggas who suck dick cry about someone being their mentions, tweet person then cry again about",0
jose soto reflections former gay teabagger,2
apaches 30 mm rounds turn jihadis into tomato soup,0
course off this year. because goddamn retards!!,0
fight fucking obese niglet,0
too many chicks trying wavey bitches yourself,1
birds bugs anat r via,2
hahahahaa fuckin crow looking bitch,1
"rt luckily friends am yellow belt karate, which unfortunate bonner dudes",2
hick raver venn diagram very large intersection,2
pineda needed 67. great play!,2
rt got 99 cookies because bitch ate one.,1
rt do not fuck these hoes amp do not fuck niggas fuckin these hoes,0
wish never met bitch bro god,1
"stood outside 5 minutes take phone call, went back looked mirror saw somalian. fuck sun lil punk ass bitch",1
hate when attempt make yellow light but car infront stops light wanting fight,2
squad dyke cholas fear nobody. they worse than cartel,2
this weeks rfn segment can. discuss idaho being faggot marriage state just like washington.,0
rt why do yall niggas entertain nicole bitch? do not see how yall can ever take bitch posted naked pics serious,0
have eva asked nicca where dey got sum fake designer frm,0
rt trash,2
rt got niggas amp got bitches but want you..,0
"youre fucking ugly bitch, wanna stab death then play around your blood patrick bateman",0
coon,0
rt nobody cares about kirk bosley noi care bout cousin hoe,1
literally middle ghetto these people look scary,2
am so sick self serving politicians standing while bo trashes america.,2
"smellin good, bitches wanna hug",1
rt hoes these days like,1
"rt 1, 2, 3, 4.. how many niggers store, knoow your stealing!",0
hoes thnk they won when nigga thats ridin fence start givin them lil attention.. what u won hoe? wishywashy ass nigga? oh.,0
entire pats bandwagon. theyre faggots,0
just like nig come home when ever they want,0
no dont own pussy just sample it!!,1
"hey sir house nigger, uncle tom not grand ole mississippi, rest case!",0
true nothing shuts up libdog bitches who like bark anything called..preaching truth!,1
"mad respect affleck refusing wear yankees cap, though sox fan wearing mets cap probably irritated him too.",2
cute text ey bitch come over some pizza,1
karmas bitch so you. getting along just fine real soon.,0
rt joshua faggot. just suspend him those grounds,0
ahh karmas bitch,1
rt know how superhero stories best insult superheroes dumb mooks can come up dogooder?,2
inferred tried ho nam. did not. dodged it. no great leader.,2
"sniffs whiffy balls involuntary, cuz fairy walks downtown hairy, all our scary sense hillbilly sneezegt",2
scores do not matter spring training man!,2
ding ding ding sagittarius trash.,2
white trash okies do not count real white people. count white person have count person. okies not people.,0
would like rape bitch posted that.,0
bitch guessin,1
racist tx trash there no comparison betwn pres obama n gwbush rt poll show supported 100,2
ahah fucking queer kill urself,0
fucking royals bitch! work!,0
5 us decided drink everclear go yankees game.. only two made their seat,2
shy girls gtgt,2
screw ragheads.,0
"rt if do not like tweets belief jesus christ, please respect it, but do not mock make negative remarks",2
rt feel like tim ross nigger,0
what wetback looks like when gets caught crossing border.,0
rt screaming like little bitch lmaoo,1
sounds like hysteria over bird flu few years back. had lower mortality rate than regular flu.,2
when rains good go mall weather all coons home,0
get degree first bitch,1
gusta pollo so espaol that. lol.,2
moors used give kids free lunch bronx when kid. glad see they still doing good.,2
called nigger,1
rt if playing flappy bird 18002738255 national suicide prevention lifeline. rt save lives,2
rt this what niggers dont like,1
rt dudes probably just think eating pussy sucking pussy lips fse cut out,1
"rt do not let crisis go waste.dems exploiting ebola trash repubs opposed obamas choice surgeon gen,",2
"look cute today .. really?! hell no, swerve hoe!",1
bet think nochill savage huh. fucking faggot,0
so decided drive good walmart where colored folks do not go bc food here.,0
do not love these bitches these hoes fuck they thought? love money!,1
"nig fun watch got admit, ebola boy can speak broken spanish too lol",0
knew were faggot though,0
good morning coons.,0
tonight starts road super bowl ! here go brownies here go! woof woof,2
fuck am such bitch.,1
shut up lizard faggot nigger cunt,0
review yanks coming! military history united states world war via,2
nigga u cunt where yo fendi clutch,0
ahaha pussy king,1
"lifelong man, miss you.",2
rt what wrong these bitches breh,1
thus bitch looks just like lindsay lohan she gets down just like lindsay lohan,1
think this nigga retarded g,0
rt shines lights pinstripes honor derek jeter.,2
rt oreo cheesecake,2
elite call conservatives our niggers behind closed doors.,0
"this target ghetto, but whatever",2
rt black girls hoes cause they fuck niggas money revenge dumb shit like,1
can always gets da colored folk back da cage wit da kfc,0
lame ass nigga still cuffin these hoes bitch got bitch er,0
your 2. 3. nigga them hoes suck wayans brothers not funny all jamie foxx should number 2,0
white woman pussy,1
"how am assume shit ,hmm cuz u do not know what fuck u talking about crackers these days.",0
thing made feel old today tori amos 50.,2
"why did they add your name all ghetto like that? looks like they used label maker, lol!",2
going up view point seeing star child.. what monkey,2
fat fucking funky nasty ass hoes,0
ur brother looks so queer ugly,0
she know ex bitch she think she got next she fucced gang niggas threw pussy off dec !,1
"rt silent protest philadelphia, performance artists protest murder mike brown while passerbys mock it.",2
game winning hit thursday capped great career. guy 1st ballot hof. else.,2
sometimes gotta block bitch because damn they annoying,1
third party keyboards ios 8 trash,2
rt bitch,1
hats us not trash tho lol,2
rt think flat out wrong blame brian cashman 2014 yankees.,2
"rt joke bitch, fix ya face",1
birds feather..,2
do not trash jersey..odds are..you would not last 10 minutes around here! go back watching barney!,2
brilliant job limp back pits without causing yellow. wish did not need though.,2
niggas whole hoes out here cuz could not had said better..,1
racist texas trash gwbush came wh numb remember republicans stole election,2
"rt if do not like tweets belief jesus christ, please respect it, but do not mock make negative remarks",2
lashontae bad bitch times 3,1
rt stfu hoe rt am proud african american proud african american am proud white racist,0
rt this bitch feet been through 20 years slavery,1
rt shy girls cute,2
brilliant job limp back pits without causing yellow. wish did not need though.,2
"rt nfl reportedly asks birdflipping m.i.a. another 15m, let us revisit s column ridiculousness",2
5am whizzing crackers! cats got into amp now playing hockey them. lol.,2
"these women am not shit but hoes w tricks , baby boy am different",1
rt fuuck happened her ? rt. am not nothin worse than bad bitch lost,1
rt would rather fuck fat chick than allow nigger into house.,0
dj khaled fool .!! 500k ring nikki? bitch spends good million her ugly ass wigs,1
trash can,2
im so happy morning after shave pussy cuteness always sets up good dayu need some dick,1
cardinals score 1st. they lead 10 top 3rd birds base.,2
true life episode comes later tonight 8pm central time. true life wanna tranny.,1
"her face ugly me, amp her nudes were trash.",2
why this bitch throwing condoms? lmao,1
too much makeup so trash..,2
rt been popping all life what fame 2 me.. bitches been stalking all life bitches am not thang 2,1
"heard them haters talking, heard them bitches fucking.. must doing something right",1
leave out trash u sick,2
looking like hillbilly not matching what do best goodnight losers,0
give us our credit bitch.. went out there amp took w.,1
nigga doing duggy dem dead hoes lol,1
"02 charcoal 7s preowned, no sole wear scuffs size 10.5, cherry 12s ds size 11.5",2
rt all yellow.,2
"black guy class attempts throw paper ball into trash misses mrs. mundy disgrace your race, marcus",2
well since blood get g pass but only this time not tell wop about lyric situation,2
russel martin had miserable season but quietly having good september,2
lrg ass nigguh,0
teach might get u got rt really hate disrespectful ass bitch class. professor talking stfu bitch.,0
merry christmas hun !,2
rt do not like weather right now scaring lol why yellow?,2
rt brandon phelps hoe ass nigga wen see him ima smack him like da lil bitch,0
rt smell like weed.. bitch smell like sober.,1
more like look all those bitches,1
stacey dash won baddest bitch evaa,0
have pretty much eaten entire box nephews cheese nips. only feel bad little.,2
rt this nigger tattoo show horrible,0
rt this true ride die bitch,1
rt now know more about twinkies how old earth than what happened .,2
eye witness joel faggot,0
cannot owe shit do not trust niccas!,1
rt instagram always acting like bitch bruh,1
am biggest redskins dam right now if they get this stop,2
oh shut up faggot get disease overused twitter,0
"get can wasp spray. shoots out 20 feet cheaper than bear spay mace, works just good",2
vintage gold diamond engagement ring 10k yellow gold unique size 4.75 vintagebaublesnbits via,2
gonna long season yankees if this simulation right,2
"oh, bitch!!",1
leave 2 2 whine about infrastructure when they r ones who not pay it. waiting god fix it?,2
ghettoblack,2
brownies brownie love this movie.,2
your what wrong white race fuckin coon slaying piece poop please die alone,0
first thing do when hit lotto buying two fat bitches watching her eat both one sitting,0
rt wow stupid nigger lebron really came out there,0
so real bitch,1
so your nigger fighter huh,0
too many bad bitches last night,1
many people claiming slippery slope now absolute same ones who said slippery slope argument paranoid delusional.,2
live twobite brownies,2
george rockwell 2 3 speech lynchberg armo proud say uncle kelly this speech 63.,2
rt flappy bird deep.. hahaha,2
our way fuck your bitch,1
damn bird nearly gave heart attack..! all she said oh. bitch oh..??,1
"rt legendary year. rt speaking 09, years pussy phenomenal.",1
do not. .. rt light skin bitches have 30 unread texts amp still tweet nobody talk .. bitches outta control,1
"fuck niggah so weak, cant tell freak",0
oh.. phone some trash! but knew that!,2
your tits may better looking but her face makes like asian latina tranny,0
supposed grey speckled blue midsole soles more yellow than icy so pass,2
now side bitch main bitch bc main hoe am not feeling no mo. no mo.,1
rt well how else white ppl get us forget our horrific past other than paint pretty picture ho,0
"digging hole very satisfying, climbing out bitch.",1
when her pussy does not taste like pineapples,1
rt emma watson,2
rt advice tip people 1 stick hand glue 2 stick hand feather 3 now like bird. impress your friend.,2
mother raised cunt.. lol,1
y dont u end us monkeys then? u hate us because were better than crackers amp love it. deep down u know weve done nothin 2 u,0
wanna go trash talk concert,2
rt sheryl crow mom,2
thats fav part take carewhole album trash,2
"getting hit off cunt thats about 6 foot sideways cunt army lol, dini care, yous fuckin laughable",0
well got see pompom pete,2
love racism! blame whitey everything! now mention it! bet white man put desert tortoise,0
rt hoes jitterbug,1
rt if think have been opinionated bitch lately just glad have stayed quiet 3 topics swirling around,1
your nasty nigger whore,0
soon left iraq all these towel heads think they can fucking barge take over what worked so hard set up. pisses off.,0
seem like cory talked 75 all indianapolis hoes nbs,1
njsole sole sauce! get those soles icy again!,2
"do not forget nappy headed, butt ugly bitch, who married muslim",0
this charlie murder game pretty dope,2
could not press send. tweet about anchor babies even too raw me.,2
these hoes crazy yo.,1
rt know gonna stalk tweets so just know dumb fucking bitch!,1
white kids favorite activities 1. calling people niggers xbox 2.fucking their pet 3. shooting up their school,0
"stop being pussy, son, shove needle into your own heart!",1
not funny trash,2
bc deleted visionary once saw your subtweet. next time just tho. do love jail bird dresses.,2
hey leave abbey too! oh if get job slope might move back! cause id lose out lots money buying tickets,2
alright fag,0
all see straight pussy iphone!,1
lt nudes trash,2
am so sick u niggers..,0
cute ass niggah.,0
rt,2
"have never had problem w anybody here, have been w company year, then this snitch fucking bitch trying get fired",1
rt all deze hoes got past demons em.. yolo nigga lol hahahahaha,0
not training gook boy doe,2
"tell me, coon.",0
john mccain trashes jay carny live cnn,2
shockingly true tale oreo almost got devoured.,2
rt like wassup bitch?! o huh? nothing what thought hoe. o lt,1
"homemade angel food, yellow cake halfinch chocolate frosting, devils food die for, pecan pie",2
"these sour apple bitter bitches, am not fuckin wit em",0
soft shit? handicapped retarded?,0
just fuckin roasted this faggot,0
rt this faggit bitch tried say she hoed hd bearfaced bitch yusa fag,0
south full white trash. midwest full white trash. west coast if full white trash.,0
do work today niglet?,0
truth about any distance all love birds out there!,2
rt god all nigga trust cannot trust gun cuz if bitch jam am fucked cannot trust niggas they bitches got they dicks,1
people who live unwashed trash.,0
"charlie sheen could coach better than crusty dusty. yeah they hired bryan price, pitching coach",2
lol petty ass rt lmmfaoo hoe,1
steph curry looked like little bitch gettin handled like rag doll lmfaoo,1
"shacking up shit birds, yo",1
bitch watch ya tone before drag recycling bin bitch ass nigga. gon end up like limewire ol .exe ass nigga,1
happy cuz woke up white not nigger!,0
rt lmao they all trash before amp after,2
have eva asked nicca where dey got sum fake designer frm,0
am vipperloid bitchp,1
rt am so hungry if someone would send flying parachute brownies attached like they do hunger games tha,2
im start askin dese hoe niggas if they got sand they pussy..,1
keep realer than next bitch no need u ever sweat next bitch indeed,1
cannot sleep so ima watch spongebob eat crackers peanut butter,2
"rt trying cat fish me, like nuh uh bitch get back.",1
happens again!! black pack beats whitey. this should make national news.,0
rt when your phone goes off class teacher says turn trash off but song your mixtape,2
lmao joe calling whitehouse offering advice. yeah president cares what disgraced former redneck house guy fl says,2
this recipe calls leftover brownie. what hell leftover brownie? just brownie have not eaten yet.,2
tyrese trash,2
no ghetto names,2
"everywhere look, all see hillbilly deluxe.. big timin small town.",2
cannot stand faggot.,0
all da lil bald headed bitches standn outside kevin gates tryna get,0
remember va tech band called us planet apes. ready flip,2
rt other niggas call up bitch fight bitch naw not am whomp trick so she can feel where am coming,0
man why ugliest bitches talk most.,1
look this nigger ass nigger shit right here,0
rt lmfao wtf niggas here really retarded am tf out!!,1
im telling man! rt roethlisberger got his record expunged became trash.,2
"faux noise pundits do not like duck molester, proslavery racist, homophobic teabagger darling phil robertson either",0
purple monkey,2
rt gee not cracker racist term? so tired these race baiters.,0
"carne asada, gallo pinto, tajadas verde, queso frito salad milca",2
do da flow temple today fo nuttin. dat jew wit funky hair tell subhuman. tell am not no mo human den monkey,0
"pollos last dos pollos estaban dando vueltas en una pollera mientras los estaban cocinando last, cuando..",2
only couple red sox have gotten past first base. am dying laughing. maybe yanks need teach them some game.,2
"rt if give statement any thought all realize makes no sense. all. please, think abo",2
baseball.. w her birthday some reason? lol yankee stadium,2
if mccoy not trash td,2
do work today niglet?,0
rt not safe pussy boy lool,0
"here ya go wetback, eat this..",0
cannot take u coons nowhere amp mean nowhere,0
do not say shit like lil nig .. give stamp,1
need bitch drop down niggah,0
fuck fag!,0
no hoe shit roxy shit but dawgg swear am not knw kia no how fight..,1
bo violated usa sovereignty wopen borderjihadiscriminaldiseasedhaitianss.americans,2
"would like test see how long your tongue really is, lady. eggplant emoji",2
rt all these girls saying nobody can put em up em. dont no nigga want bitch girlfriend fix shit,1
talk about behind back hate pussy shit.,1
learn how type ya hillbilly,0
show lotta love sisters tho but these bitches so predictable. im trouble,1
rt would never send kids private school because then they would never experience ghetto public school fights,2
"rt heres how your suggestion plays out racist ha, those niggers stopped callin each other nigga end",0
"hot social media photo laughing jihadis get baby kick severed head warning, graphic",2
naw she not hoe she just freeky girl,1
"jordan so watcha been up college fuckin bitches amp stuff, ya know jordan alright seriously",1
best friend loves justin beiber what fag,0
if your nigga .. use term yass im just gonna assume your fag,1
fuck what rappers say bitch am la,1
shame you! selfhating kike. jews gds chosen people.,0
those little faggots usually have bags over their heads anyway. makes bullet placement interesting thru scope.,0
rt this girl comes into class fried chicken pulls hot sauce out her purse mean come how ghetto amp stereotypi,0
yea forgot talkin degenerate faggot,0
cannot fuck any ol bitch niggas desert dicks out here,0
"karma worst bitch, remember",1
am currently using yellow marker literally called spanish orange this drawing absolute perfection.,2
elizabeth a.stupid hoe.,0
lol never understood retards who use atm pay 2 fee get 20 put gas so do not pay credit price,1
bitch if hobbit need let know right now,1
rt fix fucking snipers retarded piece shit. fucking overpowered fuck. they aim down faster then ..,1
"no woman deserves sole stomped like that. bitch, so everyone watching doing nada.",1
wash up hoe,1
sheeze yellow bone,2
rt comfortable but niccas like say comthable..smh,0
rt when approaching your high score flappy bird die one pipe away,2
"gotta like n twins, just chug all before everyone",2
still think snap chat faggots high schoolers,0
weazy bitch birdman jr,1
taylor wack ass bitch nigga,1
jig levitating lousiville,2
this subway worker being major bitch soldier. come show some respect,1
"jamming skid row,kix,cinderella,damn yankees,bon jovi,def leppard,whitesnake,extreme,vinnie vincent invasion,ratt,scorpions etc",2
rt sharing food your mangia cake friends because they love your food,2
espn yankees game recap sellout crowd braved 61degree temperatures. lol what?? not weather struggle through.,2
rt wtf boy pussy ? lmao atl nigga sick,1
rt what guys fat bitches clearly never understand,1
random running dogs ghetto,2
rt make bitches fly like peter pand tho,1
told ya months ago charlie not bullshittin.. bevo next,1
but not prettier than ambers. rt her pussy pretty,1
birthday hath already passed little no fanfare. so. enjoy your day blessed bitch.,1
coors light trash. yuck. do not even like beer.,2
no fuck am not bitch how bout u get out there bitch ass nigga stupid ass,0
"rt true need sleep make them gainz bruh!! so all hoes stay mirin p alright, later",0
fags,0
fuck ur god until dat faggot strikes down,0
text fag,1
those guys definition white trash,0
do not pussy. also there beer free pizza here. swear,1
2 good jeter hero yankees sendoff via,2
jews white race traitors have swept clean so aryan race can survive.,0
sorry fo da rant. make mad ashamed colored. wish white so yall would like,0
bitch ugliest cunt ever.,0
love wearing fuzzy socks work,2
lol already made it. am waiting brownies finish,2
rt texas ranchers terrorists reportedly caught border feds clam up,2
ready go get fried oreos,2
really want sports star get pet monkey name him achilles.,2
cannot take serious if wear colored contacts.,2
rt respect man vision gang bitches follow it.,1
popcorn candy dinner. always knew charlie brown spirit animal.,2
rt when bad bitch asks come over,1
damn amp his nigger music waking up whole school morning ..,0
rt friday 6pm vivek balk bengali harlem amp lost histories south asian america,2
rt know ugly when ape chosen man crush have never been,2
"believe all evolved whatnot, but find hard believe all came apes",2
when start thundering bitches like wana cuddle naw bitch just wana excuse suck dick mimi sit tf down corner,1
not serious bitch bitch them niggas named am not fuccing witcho ass all just making shit up,0
rt pointy nail game da birds.,2
better off banning teabaggers their anti american supporters,2
rt happy birthday faggot!,0
isis jihadis discuss buying selling yezidi girls slaves,2
wanna go trash talk concert,2
agree fellow cracker.,0
when bitch fuck hologram doe,1
cute ass niggah.,0
bitch must lost,1
"rt jets, bills dolphins all win. how does sole possession last place feel mr. belichick?",2
"survived swine flu, bird flu, west nile bloomberg administration. finethe abortion survival. cant 4get",2
fucking gay faggot look gay ass pink shirt haha,0
rt green azz niggas!! amp yall new bitches condone dat sucka activity dat why they keep doin it!!,0
rt tyrone did not mean throw your mixtape trash cmon fam,2
do not want no good girl fell inlove these freak hoes,1
rt happy birthday little cotton picker,0
texting bitch,1
there time amp place 4 decaf coffee. never amp trash. humor via amp,2
rt yeah know jeffs book. one where admits beating prisoners lying abo,2
"yeah, shes real pom maven.",2
"she pooted either young thug gay, this bitch pooted",0
this show trash rt rt queen latifah show..,2
matters ?,2
rt lmaoo what bunch fags,0
rt im pimp tho no limp hoe,1
rt well genos. so ultimate faggot got show this queer how eat,0
boy who shot albino deer,2
dont talk trash regarding sports.,2
dem niggas ca have them white hoes.. love beautiful black sistas..,0
"..you white, not you? rolls eyes rt rip nigga trayvon, worthless spear chucker",0
rt man some lame niggah when find him am unfollowing tf out his ass!,0
queer gaywad,0
boy yung thug fag,0
flappy bird gonna death,2
this nigga jerry room smell like bad pussy!,0
rt kanye west costume not mock race. girl hate do this but kanye human not costume but,2
hell ya they should make more malt liquor ads like this. dis heaven fo colored man,0
roberts fuckin fag smack shit outta him,0
rt when niggas ask where hoes at?,0
"rt palmer fitzgerald touchdown! 7yard slant gives arizona 70 lead. 8 plays, 79 yds",2
",, ebony babe pussy",1
majority news feed people arguing about what means redneck,1
find funny when fags write looking bf grindr ap. lol thats fucking ap dumbass.,0
rt these niggaz bare backing any every bitch out here,1
long hair does not cover up your redneck,2
had get hoe shit off tl,1
no cuz redskins dumpster juice rt game week. still best rivalry sports,2
so mom told she put drug paraphernalia trash. shitty life stoner cop mom. im pretty upset.,1
pure trash,0
bitch dawg. straight bitch.,1
woke up bed full bitches am not een fuckin,1
rt gotta have luubeall ya really need luube! dental dam yankees,1
"running game 5 years guess why feet hurt , wonder when they bite do these bitches teeth hurt",1
rt if more den 5 niggas can say dey fuked yo bitch u shuldnt cuffin her,1
video record charlie baker,2
well cunt can suck ass,0
omg no plz stop calling idiot.. kindergarden fucking faggot,0
rt knew fucked bitch did not react?,1
swears am man easily easily behind austin nip?,2
any more birds school?,2
bet starbucks queer,0
go back lego club faggot,0
rt black pussy have nigga sayin anything,1
follow ah bitch ig tho 1inkkofrosess,1
"hey. . do not like stupid white bitch some horror movie asks hide behind some chainsaws. m,kay?",0
bout make some brownies few.,2
yost portsmouth this biggest white trash county nation,0
your nasty nigger whore,0
what trash party ?,2
"ever see bitches comment vine like oh god, me! knowin damn well she would neva do some shit like lmfaaoo",1
how play deez niggas n bitches dat snakes,0
tweaking rich homie trash damn near still listen lil b wow,1
"im american, do not give 2 shits about beaners, ship them beaners back",0
rt cannot trust none these hoes,1
"rt chris brown got no chill button.. why sell bitch out social media tho? like not even subliminal, buddy took time",1
"wish wood, like tree this bitch.",1
entire pats bandwagon. theyre faggots,0
leftisthomosexual war church kicked into high gear infiltration priesthood boyraping fags..,0
had throw faggot word smh smh smh,0
rt am all cock pussy like tweets all penis vagina like dms,1
westside am screamin fuck kd bitch!!,1
never survive da colored hood,2
"rt mother some trash man ask her everyday, need want some money? she say naw am good! but come payday",2
am always call away if ya need nigs,1
nat!? def not shiner,2
rt just little closer bitch,1
rt thank every broad universe who takes step forward ampputs colored contacts her eyes. one less person,2
"means im following orders being subordinate. sue me, ya dyke",0
if being little scared bitch about possibility louisville purge..just go ferguson.,1
rt teachers trying pronounce ghetto names 1st day school..,2
early worm gets bird,2
hope get eye cancer bitch.,0
they trash though?,1
"fuckin , man. knows these fucks cannot procreate without help breeders but treat them ?",0
cause loads pussy get right,1
rt am so sick head colds suuck. top had challange beer chug,2
"rt george steinbrenners first yankees news conference, said would not interfere baseball decisions, promising ..",2
"what these bitches want nigga?, like some dmx shit",0
"if would have followed george washington 1776, means white trash.",0
nope not all but am stuck house full fucking niggers help escape,0
